学科代码,学科名称,学科门类,学校代码,学校名称,评估等级
1001,基础医学,医学,10698,西安交通大学,B
1001,基础医学,医学,91030,空军军医大学,B
1001,基础医学,医学,10055,南开大学,B-
1001,基础医学,医学,10089,河北医科大学,B-
1001,基础医学,医学,10226,哈尔滨医科大学,B-
1001,基础医学,医学,10304,南通大学,B-
1001,基础医学,医学,10459,郑州大学,B-
1001,基础医学,医学,10559,暨南大学,B-
1001,基础医学,医学,10631,重庆医科大学,B-
1001,基础医学,医学,10730,兰州大学,B-
1001,基础医学,医学,10313,徐州医科大学,C+
1001,基础医学,医学,10366,安徽医科大学,C+
1001,基础医学,医学,10384,厦门大学,C+
1001,基础医学,医学,10403,南昌大学,C+
1001,基础医学,医学,10555,南华大学,C+
1001,基础医学,医学,10598,广西医科大学,C+
1001,基础医学,医学,10660,贵州医科大学,C+
1001,基础医学,医学,11065,青岛大学,C+
1001,基础医学,医学,10114,山西医科大学,C
1001,基础医学,医学,10472,新乡医学院,C
1001,基础医学,医学,10560,汕头大学,C
1001,基础医学,医学,10570,广州医科大学,C
1001,基础医学,医学,10678,昆明医科大学,C
1001,基础医学,医学,10752,宁夏医科大学,C
1001,基础医学,医学,10759,石河子大学,C
1001,基础医学,医学,10081,华北理工大学,C-
1001,基础医学,医学,10160,锦州医科大学,C-
1001,基础医学,医学,10299,江苏大学,C-
1001,基础医学,医学,10343,温州医科大学,C-
1001,基础医学,医学,10367,蚌埠医学院,C-
1001,基础医学,医学,10542,湖南师范大学,C-
1001,基础医学,医学,10601,桂林医学院,C-
1001,基础医学,医学,10760,新疆医科大学,C-
1201,管理科学与工程,管理学,10003,清华大学,A+
1201,管理科学与工程,管理学,10247,同济大学,A+
1201,管理科学与工程,管理学,91002,国防科技大学,A+
1201,管理科学与工程,管理学,10006,北京航空航天大学,A
1201,管理科学与工程,管理学,10056,天津大学,A
1201,管理科学与工程,管理学,10213,哈尔滨工业大学,A
1201,管理科学与工程,管理学,10248,上海交通大学,A
1201,管理科学与工程,管理学,10335,浙江大学,A
1201,管理科学与工程,管理学,10359,合肥工业大学,A
1201,管理科学与工程,管理学,10007,北京理工大学,A-
1201,管理科学与工程,管理学,10141,大连理工大学,A-
1201,管理科学与工程,管理学,10286,东南大学,A-
1201,管理科学与工程,管理学,10287,南京航空航天大学,A-
1201,管理科学与工程,管理学,10358,中国科学技术大学,A-
1201,管理科学与工程,管理学,10533,中南大学,A-
1201,管理科学与工程,管理学,10561,华南理工大学,A-
1201,管理科学与工程,管理学,10610,四川大学,A-
1201,管理科学与工程,管理学,10698,西安交通大学,A-
1201,管理科学与工程,管理学,10004,北京交通大学,B+
1201,管理科学与工程,管理学,10079,华北电力大学,B+
1201,管理科学与工程,管理学,10145,东北大学,B+
1201,管理科学与工程,管理学,10173,东北财经大学,B+
1201,管理科学与工程,管理学,10217,哈尔滨工程大学,B+
1201,管理科学与工程,管理学,10246,复旦大学,B+
1201,管理科学与工程,管理学,10251,华东理工大学,B+
1201,管理科学与工程,管理学,10252,上海理工大学,B+
1201,管理科学与工程,管理学,10284,南京大学,B+
1201,管理科学与工程,管理学,10290,中国矿业大学,B+
1201,管理科学与工程,管理学,10294,河海大学,B+
1201,管理科学与工程,管理学,10386,福州大学,B+
1201,管理科学与工程,管理学,10486,武汉大学,B+
1201,管理科学与工程,管理学,10487,华中科技大学,B+
1201,管理科学与工程,管理学,10611,重庆大学,B+
1201,管理科学与工程,管理学,10613,西南交通大学,B+
1201,管理科学与工程,管理学,10614,电子科技大学,B+
1201,管理科学与工程,管理学,10699,西北工业大学,B+
1201,管理科学与工程,管理学,10700,西安理工大学,B+
1201,管理科学与工程,管理学,10008,北京科技大学,B
1201,管理科学与工程,管理学,10013,北京邮电大学,B
1201,管理科学与工程,管理学,10038,首都经济贸易大学,B
1201,管理科学与工程,管理学,10055,南开大学,B
1201,管理科学与工程,管理学,10060,天津理工大学,B
1201,管理科学与工程,管理学,10214,哈尔滨理工大学,B
1201,管理科学与工程,管理学,10254,上海海事大学,B
1201,管理科学与工程,管理学,10255,东华大学,B
1201,管理科学与工程,管理学,10272,上海财经大学,B
1201,管理科学与工程,管理学,10280,上海大学,B
1201,管理科学与工程,管理学,10288,南京理工大学,B
1201,管理科学与工程,管理学,10299,江苏大学,B
1201,管理科学与工程,管理学,10384,厦门大学,B
1201,管理科学与工程,管理学,10421,江西财经大学,B
1201,管理科学与工程,管理学,10422,山东大学,B
1201,管理科学与工程,管理学,10497,武汉理工大学,B
1201,管理科学与工程,管理学,10532,湖南大学,B
1201,管理科学与工程,管理学,10558,中山大学,B
1201,管理科学与工程,管理学,11414,中国石油大学,B
1201,管理科学与工程,管理学,91024,空军工程大学,B
1201,管理科学与工程,管理学,10001,北京大学,B-
1201,管理科学与工程,管理学,10070,天津财经大学,B-
1201,管理科学与工程,管理学,10078,华北水利水电大学,B-
1201,管理科学与工程,管理学,10080,河北工业大学,B-
1201,管理科学与工程,管理学,10151,大连海事大学,B-
1201,管理科学与工程,管理学,10183,吉林大学,B-
1201,管理科学与工程,管理学,10216,燕山大学,B-
1201,管理科学与工程,管理学,10289,江苏科技大学,B-
1201,管理科学与工程,管理学,10403,南昌大学,B-
1201,管理科学与工程,管理学,10424,山东科技大学,B-
1201,管理科学与工程,管理学,10456,山东财经大学,B-
1201,管理科学与工程,管理学,10491,中国地质大学,B-
1201,管理科学与工程,管理学,10559,暨南大学,B-
1201,管理科学与工程,管理学,10618,重庆交通大学,B-
1201,管理科学与工程,管理学,10701,西安电子科技大学,B-
1201,管理科学与工程,管理学,10703,西安建筑科技大学,B-
1201,管理科学与工程,管理学,11845,广东工业大学,B-
1201,管理科学与工程,管理学,10002,中国人民大学,C+
1201,管理科学与工程,管理学,10010,北京化工大学,C+
1201,管理科学与工程,管理学,10030,北京外国语大学,C+
1201,管理科学与工程,管理学,10034,中央财经大学,C+
1201,管理科学与工程,管理学,10037,北京物资学院,C+
1201,管理科学与工程,管理学,10075,河北大学,C+
1201,管理科学与工程,管理学,10142,沈阳工业大学,C+
1201,管理科学与工程,管理学,10147,辽宁工程技术大学,C+
1201,管理科学与工程,管理学,10300,南京信息工程大学,C+
1201,管理科学与工程,管理学,10336,杭州电子科技大学,C+
1201,管理科学与工程,管理学,10356,中国计量大学,C+
1201,管理科学与工程,管理学,10414,江西师范大学,C+
1201,管理科学与工程,管理学,10445,山东师范大学,C+
1201,管理科学与工程,管理学,10511,华中师范大学,C+
1201,管理科学与工程,管理学,10590,深圳大学,C+
1201,管理科学与工程,管理学,10616,成都理工大学,C+
1201,管理科学与工程,管理学,10651,西南财经大学,C+
1201,管理科学与工程,管理学,10674,昆明理工大学,C+
1201,管理科学与工程,管理学,11065,青岛大学,C+
1201,管理科学与工程,管理学,10057,天津科技大学,C
1201,管理科学与工程,管理学,10058,天津工业大学,C
1201,管理科学与工程,管理学,10108,山西大学,C
1201,管理科学与工程,管理学,10291,南京工业大学,C
1201,管理科学与工程,管理学,10293,南京邮电大学,C
1201,管理科学与工程,管理学,10337,浙江工业大学,C
1201,管理科学与工程,管理学,10338,浙江理工大学,C
1201,管理科学与工程,管理学,10353,浙江工商大学,C
1201,管理科学与工程,管理学,10360,安徽工业大学,C
1201,管理科学与工程,管理学,10459,郑州大学,C
1201,管理科学与工程,管理学,10488,武汉科技大学,C
1201,管理科学与工程,管理学,10495,武汉纺织大学,C
1201,管理科学与工程,管理学,10520,中南财经政法大学,C
1201,管理科学与工程,管理学,10615,西南石油大学,C
1201,管理科学与工程,管理学,10617,重庆邮电大学,C
1201,管理科学与工程,管理学,10621,成都信息工程大学,C
1201,管理科学与工程,管理学,10689,云南财经大学,C
1201,管理科学与工程,管理学,11075,三峡大学,C
1201,管理科学与工程,管理学,11232,北京信息科技大学,C
1201,管理科学与工程,管理学,10011,北京工商大学,C-
1201,管理科学与工程,管理学,10022,北京林业大学,C-
1201,管理科学与工程,管理学,10107,石家庄铁道大学,C-
1201,管理科学与工程,管理学,10125,山西财经大学,C-
1201,管理科学与工程,管理学,10154,辽宁工业大学,C-
1201,管理科学与工程,管理学,10191,吉林建筑大学,C-
1201,管理科学与工程,管理学,10225,东北林业大学,C-
1201,管理科学与工程,管理学,10240,哈尔滨商业大学,C-
1201,管理科学与工程,管理学,10327,南京财经大学,C-
1201,管理科学与工程,管理学,10378,安徽财经大学,C-
1201,管理科学与工程,管理学,10385,华侨大学,C-
1201,管理科学与工程,管理学,10427,济南大学,C-
1201,管理科学与工程,管理学,10430,山东建筑大学,C-
1201,管理科学与工程,管理学,10466,河南农业大学,C-
1201,管理科学与工程,管理学,10536,长沙理工大学,C-
1201,管理科学与工程,管理学,10592,广东财经大学,C-
1201,管理科学与工程,管理学,10622,四川理工学院,C-
1201,管理科学与工程,管理学,10704,西安科技大学,C-
1201,管理科学与工程,管理学,10792,天津城建大学,C-
1201,管理科学与工程,管理学,11799,重庆工商大学,C-
1201,管理科学与工程,管理学,11846,广东外语外贸大学,C-
1202,工商管理,管理学,10002,中国人民大学,A+
1202,工商管理,管理学,10003,清华大学,A+
1202,工商管理,管理学,10248,上海交通大学,A+
1202,工商管理,管理学,10558,中山大学,A+
1202,工商管理,管理学,10001,北京大学,A
1202,工商管理,管理学,10036,对外经济贸易大学,A
1202,工商管理,管理学,10055,南开大学,A
1202,工商管理,管理学,10246,复旦大学,A
1202,工商管理,管理学,10272,上海财经大学,A
1202,工商管理,管理学,10284,南京大学,A
1202,工商管理,管理学,10384,厦门大学,A
1202,工商管理,管理学,10698,西安交通大学,A
1202,工商管理,管理学,10004,北京交通大学,A-
1202,工商管理,管理学,10034,中央财经大学,A-
1202,工商管理,管理学,10141,大连理工大学,A-
1202,工商管理,管理学,10173,东北财经大学,A-
1202,工商管理,管理学,10183,吉林大学,A-
1202,工商管理,管理学,10335,浙江大学,A-
1202,工商管理,管理学,10422,山东大学,A-
1202,工商管理,管理学,10486,武汉大学,A-
1202,工商管理,管理学,10487,华中科技大学,A-
1202,工商管理,管理学,10532,湖南大学,A-
1202,工商管理,管理学,10610,四川大学,A-
1202,工商管理,管理学,10651,西南财经大学,A-
1202,工商管理,管理学,10007,北京理工大学,B+
1202,工商管理,管理学,10038,首都经济贸易大学,B+
1202,工商管理,管理学,10056,天津大学,B+
1202,工商管理,管理学,10070,天津财经大学,B+
1202,工商管理,管理学,10079,华北电力大学,B+
1202,工商管理,管理学,10125,山西财经大学,B+
1202,工商管理,管理学,10140,辽宁大学,B+
1202,工商管理,管理学,10213,哈尔滨工业大学,B+
1202,工商管理,管理学,10247,同济大学,B+
1202,工商管理,管理学,10294,河海大学,B+
1202,工商管理,管理学,10337,浙江工业大学,B+
1202,工商管理,管理学,10353,浙江工商大学,B+
1202,工商管理,管理学,10358,中国科学技术大学,B+
1202,工商管理,管理学,10359,合肥工业大学,B+
1202,工商管理,管理学,10386,福州大学,B+
1202,工商管理,管理学,10421,江西财经大学,B+
1202,工商管理,管理学,10456,山东财经大学,B+
1202,工商管理,管理学,10520,中南财经政法大学,B+
1202,工商管理,管理学,10533,中南大学,B+
1202,工商管理,管理学,10559,暨南大学,B+
1202,工商管理,管理学,10561,华南理工大学,B+
1202,工商管理,管理学,10611,重庆大学,B+
1202,工商管理,管理学,10613,西南交通大学,B+
1202,工商管理,管理学,10614,电子科技大学,B+
1202,工商管理,管理学,10006,北京航空航天大学,B
1202,工商管理,管理学,10008,北京科技大学,B
1202,工商管理,管理学,10011,北京工商大学,B
1202,工商管理,管理学,10027,北京师范大学,B
1202,工商管理,管理学,10031,北京第二外国语学院,B
1202,工商管理,管理学,10080,河北工业大学,B
1202,工商管理,管理学,10145,东北大学,B
1202,工商管理,管理学,10214,哈尔滨理工大学,B
1202,工商管理,管理学,10240,哈尔滨商业大学,B
1202,工商管理,管理学,10255,东华大学,B
1202,工商管理,管理学,10269,华东师范大学,B
1202,工商管理,管理学,10285,苏州大学,B
1202,工商管理,管理学,10286,东南大学,B
1202,工商管理,管理学,10287,南京航空航天大学,B
1202,工商管理,管理学,10327,南京财经大学,B
1202,工商管理,管理学,10385,华侨大学,B
1202,工商管理,管理学,10423,中国海洋大学,B
1202,工商管理,管理学,10536,长沙理工大学,B
1202,工商管理,管理学,10589,海南大学,B
1202,工商管理,管理学,10673,云南大学,B
1202,工商管理,管理学,10689,云南财经大学,B
1202,工商管理,管理学,10730,兰州大学,B
1202,工商管理,管理学,11287,南京审计大学,B
1202,工商管理,管理学,11482,浙江财经大学,B
1202,工商管理,管理学,10013,北京邮电大学,B-
1202,工商管理,管理学,10019,中国农业大学,B-
1202,工商管理,管理学,10139,内蒙古财经大学,B-
1202,工商管理,管理学,10207,吉林财经大学,B-
1202,工商管理,管理学,10251,华东理工大学,B-
1202,工商管理,管理学,10271,上海外国语大学,B-
1202,工商管理,管理学,10273,上海对外经贸大学,B-
1202,工商管理,管理学,10280,上海大学,B-
1202,工商管理,管理学,10290,中国矿业大学,B-
1202,工商管理,管理学,10336,杭州电子科技大学,B-
1202,工商管理,管理学,10345,浙江师范大学,B-
1202,工商管理,管理学,10378,安徽财经大学,B-
1202,工商管理,管理学,10475,河南大学,B-
1202,工商管理,管理学,10484,河南财经政法大学,B-
1202,工商管理,管理学,10491,中国地质大学,B-
1202,工商管理,管理学,10497,武汉理工大学,B-
1202,工商管理,管理学,10590,深圳大学,B-
1202,工商管理,管理学,10592,广东财经大学,B-
1202,工商管理,管理学,10699,西北工业大学,B-
1202,工商管理,管理学,10700,西安理工大学,B-
1202,工商管理,管理学,10766,新疆财经大学,B-
1202,工商管理,管理学,11660,重庆理工大学,B-
1202,工商管理,管理学,11799,重庆工商大学,B-
1202,工商管理,管理学,11846,广东外语外贸大学,B-
1202,工商管理,管理学,10009,北方工业大学,C+
1202,工商管理,管理学,10010,北京化工大学,C+
1202,工商管理,管理学,10037,北京物资学院,C+
1202,工商管理,管理学,10052,中央民族大学,C+
1202,工商管理,管理学,10151,大连海事大学,C+
1202,工商管理,管理学,10217,哈尔滨工程大学,C+
1202,工商管理,管理学,10288,南京理工大学,C+
1202,工商管理,管理学,10295,江南大学,C+
1202,工商管理,管理学,10405,东华理工大学,C+
1202,工商管理,管理学,10427,济南大学,C+
1202,工商管理,管理学,10459,郑州大学,C+
1202,工商管理,管理学,10500,湖北工业大学,C+
1202,工商管理,管理学,10512,湖北大学,C+
1202,工商管理,管理学,10524,中南民族大学,C+
1202,工商管理,管理学,10593,广西大学,C+
1202,工商管理,管理学,10635,西南大学,C+
1202,工商管理,管理学,10671,贵州财经大学,C+
1202,工商管理,管理学,10759,石河子大学,C+
1202,工商管理,管理学,10856,上海工程技术大学,C+
1202,工商管理,管理学,11078,广州大学,C+
1202,工商管理,管理学,11414,中国石油大学,C+
1202,工商管理,管理学,11417,北京联合大学,C+
1202,工商管理,管理学,11560,西安财经学院,C+
1202,工商管理,管理学,11832,河北经贸大学,C+
1202,工商管理,管理学,10022,北京林业大学,C
1202,工商管理,管理学,10060,天津理工大学,C
1202,工商管理,管理学,10069,天津商业大学,C
1202,工商管理,管理学,10078,华北水利水电大学,C
1202,工商管理,管理学,10108,山西大学,C
1202,工商管理,管理学,10143,沈阳航空航天大学,C
1202,工商管理,管理学,10216,燕山大学,C
1202,工商管理,管理学,10252,上海理工大学,C
1202,工商管理,管理学,10254,上海海事大学,C
1202,工商管理,管理学,10289,江苏科技大学,C
1202,工商管理,管理学,10291,南京工业大学,C
1202,工商管理,管理学,10293,南京邮电大学,C
1202,工商管理,管理学,10299,江苏大学,C
1202,工商管理,管理学,10307,南京农业大学,C
1202,工商管理,管理学,10360,安徽工业大学,C
1202,工商管理,管理学,10403,南昌大学,C
1202,工商管理,管理学,10488,武汉科技大学,C
1202,工商管理,管理学,10504,华中农业大学,C
1202,工商管理,管理学,10530,湘潭大学,C
1202,工商管理,管理学,10560,汕头大学,C
1202,工商管理,管理学,10596,桂林理工大学,C
1202,工商管理,管理学,10652,西南政法大学,C
1202,工商管理,管理学,10710,长安大学,C
1202,工商管理,管理学,11065,青岛大学,C
1202,工商管理,管理学,11075,三峡大学,C
1202,工商管理,管理学,11117,扬州大学,C
1202,工商管理,管理学,11845,广东工业大学,C
1202,工商管理,管理学,10057,天津科技大学,C-
1202,工商管理,管理学,10058,天津工业大学,C-
1202,工商管理,管理学,10075,河北大学,C-
1202,工商管理,管理学,10077,河北地质大学,C-
1202,工商管理,管理学,10144,沈阳理工大学,C-
1202,工商管理,管理学,10146,辽宁科技大学,C-
1202,工商管理,管理学,10220,东北石油大学,C-
1202,工商管理,管理学,10300,南京信息工程大学,C-
1202,工商管理,管理学,10316,中国药科大学,C-
1202,工商管理,管理学,10389,福建农林大学,C-
1202,工商管理,管理学,10407,江西理工大学,C-
1202,工商管理,管理学,10431,齐鲁工业大学,C-
1202,工商管理,管理学,10460,河南理工大学,C-
1202,工商管理,管理学,10538,中南林业科技大学,C-
1202,工商管理,管理学,10554,湖南商学院,C-
1202,工商管理,管理学,10615,西南石油大学,C-
1202,工商管理,管理学,10618,重庆交通大学,C-
1202,工商管理,管理学,10623,西华大学,C-
1202,工商管理,管理学,10636,四川师范大学,C-
1202,工商管理,管理学,10674,昆明理工大学,C-
1202,工商管理,管理学,10741,兰州财经大学,C-
1202,工商管理,管理学,11035,沈阳大学,C-
1202,工商管理,管理学,11535,湖南工业大学,C-
1203,农林经济管理,管理学,10307,南京农业大学,A+
1203,农林经济管理,管理学,10335,浙江大学,A+
1203,农林经济管理,管理学,10504,华中农业大学,A-
1203,农林经济管理,管理学,10002,中国人民大学,B+
1203,农林经济管理,管理学,10019,中国农业大学,B+
1203,农林经济管理,管理学,10564,华南农业大学,B+
1203,农林经济管理,管理学,10712,西北农林科技大学,B+
1203,农林经济管理,管理学,10022,北京林业大学,B
1203,农林经济管理,管理学,10224,东北农业大学,B
1203,农林经济管理,管理学,10225,东北林业大学,B
1203,农林经济管理,管理学,10635,西南大学,B
1203,农林经济管理,管理学,10157,沈阳农业大学,B-
1203,农林经济管理,管理学,10193,吉林农业大学,B-
1203,农林经济管理,管理学,10389,福建农林大学,B-
1203,农林经济管理,管理学,10626,四川农业大学,B-
1203,农林经济管理,管理学,10423,中国海洋大学,C+
1203,农林经济管理,管理学,10466,河南农业大学,C+
1203,农林经济管理,管理学,10520,中南财经政法大学,C+
1203,农林经济管理,管理学,10537,湖南农业大学,C+
1203,农林经济管理,管理学,10020,北京农学院,C
1203,农林经济管理,管理学,10086,河北农业大学,C
1203,农林经济管理,管理学,10129,内蒙古农业大学,C
1203,农林经济管理,管理学,10758,新疆农业大学,C
1203,农林经济管理,管理学,10264,上海海洋大学,C-
1203,农林经济管理,管理学,10341,浙江农林大学,C-
1203,农林经济管理,管理学,10410,江西农业大学,C-
1203,农林经济管理,管理学,10759,石河子大学,C-
1204,公共管理,管理学,10002,中国人民大学,A+
1204,公共管理,管理学,10003,清华大学,A+
1204,公共管理,管理学,10001,北京大学,A
1204,公共管理,管理学,10307,南京农业大学,A
1204,公共管理,管理学,10335,浙江大学,A
1204,公共管理,管理学,10486,武汉大学,A
1204,公共管理,管理学,10558,中山大学,A
1204,公共管理,管理学,10006,北京航空航天大学,A-
1204,公共管理,管理学,10027,北京师范大学,A-
1204,公共管理,管理学,10246,复旦大学,A-
1204,公共管理,管理学,10248,上海交通大学,A-
1204,公共管理,管理学,10487,华中科技大学,A-
1204,公共管理,管理学,10610,四川大学,A-
1204,公共管理,管理学,10698,西安交通大学,A-
1204,公共管理,管理学,10019,中国农业大学,B+
1204,公共管理,管理学,10055,南开大学,B+
1204,公共管理,管理学,10056,天津大学,B+
1204,公共管理,管理学,10145,东北大学,B+
1204,公共管理,管理学,10183,吉林大学,B+
1204,公共管理,管理学,10247,同济大学,B+
1204,公共管理,管理学,10269,华东师范大学,B+
1204,公共管理,管理学,10284,南京大学,B+
1204,公共管理,管理学,10384,厦门大学,B+
1204,公共管理,管理学,10459,郑州大学,B+
1204,公共管理,管理学,10491,中国地质大学,B+
1204,公共管理,管理学,10504,华中农业大学,B+
1204,公共管理,管理学,10520,中南财经政法大学,B+
1204,公共管理,管理学,10730,兰州大学,B+
1204,公共管理,管理学,10034,中央财经大学,B
1204,公共管理,管理学,10036,对外经济贸易大学,B
1204,公共管理,管理学,10141,大连理工大学,B
1204,公共管理,管理学,10173,东北财经大学,B
1204,公共管理,管理学,10213,哈尔滨工业大学,B
1204,公共管理,管理学,10226,哈尔滨医科大学,B
1204,公共管理,管理学,10272,上海财经大学,B
1204,公共管理,管理学,10290,中国矿业大学,B
1204,公共管理,管理学,10358,中国科学技术大学,B
1204,公共管理,管理学,10422,山东大学,B
1204,公共管理,管理学,10511,华中师范大学,B
1204,公共管理,管理学,10530,湘潭大学,B
1204,公共管理,管理学,10533,中南大学,B
1204,公共管理,管理学,10614,电子科技大学,B
1204,公共管理,管理学,91020,海军军医大学,B
1204,公共管理,管理学,10052,中央民族大学,B-
1204,公共管理,管理学,10140,辽宁大学,B-
1204,公共管理,管理学,10286,东南大学,B-
1204,公共管理,管理学,10294,河海大学,B-
1204,公共管理,管理学,10346,杭州师范大学,B-
1204,公共管理,管理学,10403,南昌大学,B-
1204,公共管理,管理学,10421,江西财经大学,B-
1204,公共管理,管理学,10456,山东财经大学,B-
1204,公共管理,管理学,10532,湖南大学,B-
1204,公共管理,管理学,10561,华南理工大学,B-
1204,公共管理,管理学,10593,广西大学,B-
1204,公共管理,管理学,10611,重庆大学,B-
1204,公共管理,管理学,10651,西南财经大学,B-
1204,公共管理,管理学,11482,浙江财经大学,B-
1204,公共管理,管理学,10008,北京科技大学,C+
1204,公共管理,管理学,10013,北京邮电大学,C+
1204,公共管理,管理学,10038,首都经济贸易大学,C+
1204,公共管理,管理学,10212,黑龙江大学,C+
1204,公共管理,管理学,10251,华东理工大学,C+
1204,公共管理,管理学,10353,浙江工商大学,C+
1204,公共管理,管理学,10389,福建农林大学,C+
1204,公共管理,管理学,10423,中国海洋大学,C+
1204,公共管理,管理学,10460,河南理工大学,C+
1204,公共管理,管理学,10488,武汉科技大学,C+
1204,公共管理,管理学,10537,湖南农业大学,C+
1204,公共管理,管理学,10559,暨南大学,C+
1204,公共管理,管理学,10613,西南交通大学,C+
1204,公共管理,管理学,10673,云南大学,C+
1204,公共管理,管理学,10007,北京理工大学,C
1204,公共管理,管理学,10070,天津财经大学,C
1204,公共管理,管理学,10075,河北大学,C
1204,公共管理,管理学,10079,华北电力大学,C
1204,公共管理,管理学,10166,沈阳师范大学,C
1204,公共管理,管理学,10217,哈尔滨工程大学,C
1204,公共管理,管理学,10252,上海理工大学,C
1204,公共管理,管理学,10285,苏州大学,C
1204,公共管理,管理学,10386,福州大学,C
1204,公共管理,管理学,10410,江西农业大学,C
1204,公共管理,管理学,10564,华南农业大学,C
1204,公共管理,管理学,10657,贵州大学,C
1204,公共管理,管理学,10689,云南财经大学,C
1204,公共管理,管理学,10710,长安大学,C
1204,公共管理,管理学,11078,广州大学,C
1204,公共管理,管理学,10023,北京协和医学院,C-
1204,公共管理,管理学,10151,大连海事大学,C-
1204,公共管理,管理学,10216,燕山大学,C-
1204,公共管理,管理学,10224,东北农业大学,C-
1204,公共管理,管理学,10240,哈尔滨商业大学,C-
1204,公共管理,管理学,10299,江苏大学,C-
1204,公共管理,管理学,10315,南京中医药大学,C-
1204,公共管理,管理学,10366,安徽医科大学,C-
1204,公共管理,管理学,10378,安徽财经大学,C-
1204,公共管理,管理学,10475,河南大学,C-
1204,公共管理,管理学,10512,湖北大学,C-
1204,公共管理,管理学,10635,西南大学,C-
1204,公共管理,管理学,10652,西南政法大学,C-
1204,公共管理,管理学,10671,贵州财经大学,C-
1204,公共管理,管理学,10699,西北工业大学,C-
1204,公共管理,管理学,10758,新疆农业大学,C-
1205,图书情报与档案管理,管理学,10284,南京大学,A+
1205,图书情报与档案管理,管理学,10486,武汉大学,A+
1205,图书情报与档案管理,管理学,10002,中国人民大学,A-
1205,图书情报与档案管理,管理学,10001,北京大学,B+
1205,图书情报与档案管理,管理学,10055,南开大学,B+
1205,图书情报与档案管理,管理学,10511,华中师范大学,B+
1205,图书情报与档案管理,管理学,10558,中山大学,B+
1205,图书情报与档案管理,管理学,10183,吉林大学,B
1205,图书情报与档案管理,管理学,10212,黑龙江大学,B
1205,图书情报与档案管理,管理学,10280,上海大学,B
1205,图书情报与档案管理,管理学,10673,云南大学,B
1205,图书情报与档案管理,管理学,91001,国防大学,B
1205,图书情报与档案管理,管理学,10269,华东师范大学,B-
1205,图书情报与档案管理,管理学,10307,南京农业大学,B-
1205,图书情报与档案管理,管理学,10459,郑州大学,B-
1205,图书情报与档案管理,管理学,10027,北京师范大学,C+
1205,图书情报与档案管理,管理学,10288,南京理工大学,C+
1205,图书情报与档案管理,管理学,10530,湘潭大学,C+
1205,图书情报与档案管理,管理学,10610,四川大学,C+
1205,图书情报与档案管理,管理学,10023,北京协和医学院,C
1205,图书情报与档案管理,管理学,10075,河北大学,C
1205,图书情报与档案管理,管理学,10285,苏州大学,C
1205,图书情报与档案管理,管理学,10394,福建师范大学,C
1205,图书情报与档案管理,管理学,10019,中国农业大学,C-
1205,图书情报与档案管理,管理学,10065,天津师范大学,C-
1205,图书情报与档案管理,管理学,10108,山西大学,C-
1205,图书情报与档案管理,管理学,10140,辽宁大学,C-
1201,管理科学与工程,管理学,10003,清华大学,A+
1201,管理科学与工程,管理学,10247,同济大学,A+
1201,管理科学与工程,管理学,91002,国防科技大学,A+
1201,管理科学与工程,管理学,10006,北京航空航天大学,A
1201,管理科学与工程,管理学,10056,天津大学,A
1201,管理科学与工程,管理学,10213,哈尔滨工业大学,A
1201,管理科学与工程,管理学,10248,上海交通大学,A
1201,管理科学与工程,管理学,10335,浙江大学,A
1201,管理科学与工程,管理学,10359,合肥工业大学,A
1201,管理科学与工程,管理学,10007,北京理工大学,A-
1201,管理科学与工程,管理学,10141,大连理工大学,A-
1201,管理科学与工程,管理学,10286,东南大学,A-
1201,管理科学与工程,管理学,10287,南京航空航天大学,A-
1201,管理科学与工程,管理学,10358,中国科学技术大学,A-
1201,管理科学与工程,管理学,10533,中南大学,A-
1201,管理科学与工程,管理学,10561,华南理工大学,A-
1201,管理科学与工程,管理学,10610,四川大学,A-
1201,管理科学与工程,管理学,10698,西安交通大学,A-
1201,管理科学与工程,管理学,10004,北京交通大学,B+
1201,管理科学与工程,管理学,10079,华北电力大学,B+
1201,管理科学与工程,管理学,10145,东北大学,B+
1201,管理科学与工程,管理学,10173,东北财经大学,B+
1201,管理科学与工程,管理学,10217,哈尔滨工程大学,B+
1201,管理科学与工程,管理学,10246,复旦大学,B+
1201,管理科学与工程,管理学,10251,华东理工大学,B+
1201,管理科学与工程,管理学,10252,上海理工大学,B+
1201,管理科学与工程,管理学,10284,南京大学,B+
1201,管理科学与工程,管理学,10290,中国矿业大学,B+
1201,管理科学与工程,管理学,10294,河海大学,B+
1201,管理科学与工程,管理学,10386,福州大学,B+
1201,管理科学与工程,管理学,10486,武汉大学,B+
1201,管理科学与工程,管理学,10487,华中科技大学,B+
1201,管理科学与工程,管理学,10611,重庆大学,B+
1201,管理科学与工程,管理学,10613,西南交通大学,B+
1201,管理科学与工程,管理学,10614,电子科技大学,B+
1201,管理科学与工程,管理学,10699,西北工业大学,B+
1201,管理科学与工程,管理学,10700,西安理工大学,B+
1201,管理科学与工程,管理学,10008,北京科技大学,B
1201,管理科学与工程,管理学,10013,北京邮电大学,B
1201,管理科学与工程,管理学,10038,首都经济贸易大学,B
1201,管理科学与工程,管理学,10055,南开大学,B
1201,管理科学与工程,管理学,10060,天津理工大学,B
1201,管理科学与工程,管理学,10214,哈尔滨理工大学,B
1201,管理科学与工程,管理学,10254,上海海事大学,B
1201,管理科学与工程,管理学,10255,东华大学,B
